T	463:4234	4157,991,40,13	11	Regular	true	WIDTH_AND_HEIGHT	chip/Badges	Badges
T	463:4232	4087,991,33,13	11	Regular	true	WIDTH_AND_HEIGHT	chip/Rulers	Rulers
T	463:4230	4027,991,22,13	11	Regular	true	WIDTH_AND_HEIGHT	chip/Grid	Grid
T	463:4228	3948,991,42,13	11	Regular	true	WIDTH_AND_HEIGHT	chip/Spacing	Spacing
T	463:4226	3838,991,67,13	11	Medium	true	WIDTH_AND_HEIGHT	chip/Snap Guides (active)	Snap Guides
T	463:4222	3768,991,10,13	11	Regular	true	WIDTH_AND_HEIGHT	chip/M	M
T	463:4220	3733,991,8,13	11	Regular	true	WIDTH_AND_HEIGHT	chip/T	T
T	463:4218	3697,991,8,13	11	Medium	true	WIDTH_AND_HEIGHT	chip/D (active)	D
T	463:4216	3660,991,11,13	11	Regular	true	WIDTH_AND_HEIGHT	chip/W	W
T	463:4213	3615,991,14,13	11	Regular	true	WIDTH_AND_HEIGHT	chip/↷	↷
T	463:4211	3583,991,14,13	11	Regular	true	WIDTH_AND_HEIGHT	chip/↶	↶
T	199:408	3874,470,86,18	12	Regular	true	WIDTH_AND_HEIGHT	selection toolbar	⧉  ⌦  ↑  ↓  ⋯
T	199:406	3738,475,40,16	11	Regular	true	WIDTH_AND_HEIGHT	sel label	Section
T	199:296	3624,456,74,16	11	Regular	true	WIDTH_AND_HEIGHT	selection label	Section · Hero
T	199:294	3850,612,220,20	13	Regular	true	WIDTH_AND_HEIGHT	Hero — SELECTED	Open Tuesday to Sunday, from 5pm
T	199:293	3762,570,396,30	20	Semi Bold	true	WIDTH_AND_HEIGHT	Hero — SELECTED	Wood-fired pizza, five minutes from home
T	199:291	4231,441,41,18	12	Regular	true	WIDTH_AND_HEIGHT	site nav	Find us
T	199:290	4182,441,29,18	12	Regular	true	WIDTH_AND_HEIGHT	site nav	Book
T	199:289	4130,441,32,18	12	Regular	true	WIDTH_AND_HEIGHT	site nav	Menu
T	199:288	3648,440,462,20	13	Medium	true	HEIGHT	site nav	Bella Cucina
T	199:284	3783,286,10,16	11	Regular	true	WIDTH_AND_HEIGHT	Contact	✕
T	199:283	3731,285,46,18	12	Regular	true	WIDTH_AND_HEIGHT	Contact	Contact
T	199:281	3701,286,10,16	11	Regular	true	WIDTH_AND_HEIGHT	Menu	✕
T	199:279	3652,285,32,18	12	Regular	true	WIDTH_AND_HEIGHT	Menu	Menu
T	199:277	3622,286,10,16	11	Regular	true	WIDTH_AND_HEIGHT	Home	✕
T	199:276	3582,285,34,18	12	Regular	true	WIDTH_AND_HEIGHT	Home	Home
T	I2143:20503;2142:11053	3312,584,240,20	13	Regular	true	NONE	row	footer
T	I2143:20501;2142:11071	3360,556,192,20	13	Regular	true	NONE	row	button
T	I2143:20499;2142:11077	3376,528,176,20	13	Regular	true	NONE	row	paragraph
T	I2143:20497;2142:11080	3376,500,176,20	13	Regular	true	NONE	row	heading-that-is-long
T	I2143:20495;2142:11071	3360,472,192,20	13	Regular	true	NONE	row	column
T	I2143:20493;2142:11065	3344,444,208,20	13	Regular	true	NONE	row	grid
T	I2143:20491;2142:11059	3328,416,224,20	13	Regular	true	NONE	row	container
T	I2143:20489;2142:11053	3312,388,240,20	13	Regular	true	NONE	row	section
T	I2143:20487;2142:11047	3296,360,256,20	13	Regular	true	NONE	row	body
T	199:252	3306,329,40,18	12	Regular	true	WIDTH_AND_HEIGHT	field	Search
T	I2102:10994;2100:10962	3535,290,13,17	14	Regular	true	WIDTH_AND_HEIGHT	Panel header	✕
T	I2102:10994;2100:10961	3296,290,239,17	14	Semi Bold	true	HEIGHT	Panel header	LAYERS
T	I2040:18101;2034:8433	3235,550,31,16	11	Regular	true	WIDTH_AND_HEIGHT	rail/Brand	Brand
T	I2040:18101;2034:8430	3229,502,42,16	11	Regular	true	WIDTH_AND_HEIGHT	rail/Content	Content
T	I2040:18101;2034:8427	3234,454,32,16	11	Regular	true	WIDTH_AND_HEIGHT	rail/Media	Media
T	I2040:18101;2034:8424	3234,406,33,16	11	Regular	true	WIDTH_AND_HEIGHT	rail/Pages	Pages
T	I2040:18101;2034:8420	3233,358,35,16	11	Regular	true	WIDTH_AND_HEIGHT	rail/Layers	Layers
T	I2040:18101;2034:8417	3235,310,30,16	11	Regular	true	WIDTH_AND_HEIGHT	rail/Insert	Insert
T	I682:4926;681:42;9:25	4539,238,49,20	14	Medium	true	WIDTH_AND_HEIGHT	btn/publish	Publish
T	I682:4926;681:37	3653,239,101,18	12	Regular	true	WIDTH_AND_HEIGHT	pill/in	In review · 3 open
T	I682:4926;698:465;697:443	3532,239,81,18	12	Regular	true	WIDTH_AND_HEIGHT	pill/saved	Saved 2m ago
T	I682:4926;681:31	3300,238,200,20	14	Medium	true	HEIGHT	Topbar	Bella Cucina
T	I682:4926;698:448;9:55	3244,239,32,18	13	Medium	true	WIDTH_AND_HEIGHT	btn/exit	‹ Exit
R	199:205	66:4	NAVIGATE	Shell state 3 · Element selected
R	1682:7229	301:2186	NAVIGATE	hotspot/state · S3.1 · pick-mode
R	1682:7223	66:4	NAVIGATE	hotspot/state · Shell · multi-select (Shift+click)
R	1176:4953	1176:4925	NAVIGATE	hotspot/state · hover levels
R	1175:4870	1175:4849	NAVIGATE	hotspot/state · canvas breadcrumb
R	920:4618	170:17	NAVIGATE	btn/ai
R	I2040:18101;2034:8431	1333:7162	NAVIGATE	rail/Brand
R	I2040:18101;2034:8428	148:2	NAVIGATE	rail/Content
R	I2040:18101;2034:8425	144:2	NAVIGATE	rail/Media
R	I2040:18101;2034:8422	140:2	NAVIGATE	rail/Pages
R	I2040:18101;2034:8418	142:2	NAVIGATE	rail/Layers
R	I2040:18101;2034:8415	137:2	NAVIGATE	rail/Insert
R	I682:4926;698:458	642:3401	NAVIGATE	btn/more
R	I682:4926;698:450	165:2	NAVIGATE	btn/notifications
R	I682:4926;698:448	1172:4804	NAVIGATE	btn/exit
END	done=199:205	stopped=false	bytes=8808
