T	2898:12680	2500,16665,248,117	11	Regular	true	HEIGHT	Pages · tree · drag · drop indicator (of 140:2)	UX-B-32 — Pages owns the per-page fact ('show in nav') and the visibility of which pages n
T	2898:12679	2500,16548,248,117	11	Regular	true	HEIGHT	Pages · tree · drag · drop indicator (of 140:2)	UX-B-13 — '+ Add page' routes through the uniqueness helpers duplicate already uses (PageM
T	2898:12677	2500,16521,228,26	11	Regular	true	HEIGHT	Pages · tree · drag · drop indicator (of 140:2)	/blog/{slug} · template: Blog post · read-only
T	2898:12676	2500,16505,14,16	11	Medium	true	WIDTH_AND_HEIGHT	Pages · tree · drag · drop indicator (of 140:2)	12
T	2898:12675	2500,16485,89,20	13	Regular	true	WIDTH_AND_HEIGHT	Pages · tree · drag · drop indicator (of 140:2)	▾  FROM BLOG
T	2898:12673	2500,16471,248,13	11	Regular	true	HEIGHT	Pages · tree · drag · drop indicator (of 140:2)	Folders are yours only, on this browser.
T	2898:12671	2636,16762,138,12	10	Medium	false	HEIGHT	hotspot/state · rename · name-conflict	rename · name-conflict
T	2898:12669	2636,16762,104,12	10	Medium	false	HEIGHT	hotspot/state · page-settings · crash	page-settings · crash
T	2898:12667	2506,16734,138,12	10	Medium	false	HEIGHT	hotspot/state · page-settings · save-failed	page-settings · save-failed
T	2898:12655	2516,16379,76,20	13	Regular	true	WIDTH_AND_HEIGHT	Add page	+  Add page
T	2898:12652	2688,16218,86,16	11	Medium	true	WIDTH_AND_HEIGHT	Row · About	Won't publish
T	2898:12651	2556,16216,37,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · About	About
T	2898:12648	2750,16186,7,16	11	Medium	true	WIDTH_AND_HEIGHT	Row · Legal	2
T	2898:12647	2576,16184,34,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · Legal	Legal
T	2898:12646	2556,16186,12,18	12	Regular	true	WIDTH_AND_HEIGHT	Row · Legal	📁
T	2898:12645	2540,16186,5,18	12	Regular	true	WIDTH_AND_HEIGHT	Row · Legal	▸
T	2898:12642	2732,16154,33,16	11	Medium	true	WIDTH_AND_HEIGHT	Row · Contact	Draft
T	2898:12641	2556,16152,49,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · Contact	Contact
T	2898:12638	2556,16120,35,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · Menu	Menu
T	2898:12634	2574,16088,37,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · Home	Home
T	2898:12633	2556,16089,9,18	12	Regular	true	WIDTH_AND_HEIGHT	Row · Home	⌂
T	2898:12630	2750,16058,7,16	11	Medium	true	WIDTH_AND_HEIGHT	Row · Marketing	3
T	2898:12629	2576,16056,62,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · Marketing	Marketing
T	2898:12628	2556,16058,12,18	12	Regular	true	WIDTH_AND_HEIGHT	Row · Marketing	📁
T	2898:12627	2540,16058,5,18	12	Regular	true	WIDTH_AND_HEIGHT	Row · Marketing	▾
T	2898:12624	2701,16068,66,18	12	Regular	true	WIDTH_AND_HEIGHT	Search	⚂ Structure
T	2898:12623	2701,16024,66,15	12	Regular	false	WIDTH_AND_HEIGHT	Search	⚂ Structure
T	2898:12622	2636,16024,57,18	12	Regular	true	WIDTH_AND_HEIGHT	Search	⊞ Listings
T	2898:12621	2526,16023,43,20	13	Regular	true	WIDTH_AND_HEIGHT	search box	Search
T	I2898:12618;16:7	2516,15984,204,16	11	Medium	true	HEIGHT	Panel header	Pages
R	2898:12617	141:2	NAVIGATE	Pages · tree · drag · drop indicator (of 140:2)
R	2898:12691	1706:8505	NAVIGATE	hotspot/state · Pages · rename-url-offer
R	2898:12689	1706:8505	NAVIGATE	hotspot/state · Pages · bulk-toast
R	2898:12687	1706:8505	NAVIGATE	hotspot/state · Pages · local-only
R	2898:12685	1706:8505	NAVIGATE	hotspot/state · Pages · home-by-position
R	2898:12683	1706:8505	NAVIGATE	hotspot/state · Pages · drag
R	2898:12681	1706:8505	NAVIGATE	hotspot/state · Pages · delete-confirm
R	2898:12672	2430:12214	NAVIGATE	hotspot/state · Pages · structure
R	2898:12670	1717:17217	NAVIGATE	hotspot/state · rename · name-conflict
R	2898:12668	1706:8509	NAVIGATE	hotspot/state · page-settings · crash
R	2898:12666	1706:8505	NAVIGATE	hotspot/state · page-settings · save-failed
R	2898:12665	141:165	NAVIGATE	hotspot/state · Pages · load-error
